"VAR","LABEL","TYPE","INPUT","QUESTION"
"WR25_01","740: Angler","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR25_01a","740: Angler: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR26_01","28: Mikroskop","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR26_01a","28: Mikroskop: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR27_01","54: Kette","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR27_01a","54: Kette: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR28_01","66: Dach","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR28_01a","66: Dach: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR29_01","188: Lager","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR29_01a","188: Lager: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR30_01","194: Matratze","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR30_01a","194: Matratze: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR31_01","212: Waage","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR31_01a","212: Waage: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR32_01","225: Erbse","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR32_01a","225: Erbse: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR33_01","240: Turm","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR33_01a","240: Turm: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR34_01","255: Schaufel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR34_01a","255: Schaufel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR35_01","288: Wald","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR35_01a","288: Wald: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR36_01","309: Eis","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR36_01a","309: Eis: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR37_01","323: Eule","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR37_01a","323: Eule: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR38_01","326: Tomate","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR38_01a","326: Tomate: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR39_01","338: Geschenk","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR39_01a","338: Geschenk: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR40_01","370: Skorpion","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR40_01a","370: Skorpion: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR41_01","411: Faust","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR41_01a","411: Faust: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR42_01","421: Tintenfisch","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR42_01a","421: Tintenfisch: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR43_01","434: Lehrer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR43_01a","434: Lehrer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR44_01","465: Messer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR44_01a","465: Messer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR45_01","487: Korb","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR45_01a","487: Korb: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR46_01","516: Taschenrechner","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR46_01a","516: Taschenrechner: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR47_01","521: Fuchs","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR47_01a","521: Fuchs: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR48_01","544: Arzt","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR48_01a","544: Arzt: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR49_01","566: Geige","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR49_01a","566: Geige: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR50_01","596: Mappe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR50_01a","596: Mappe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR51_01","9: Dusche","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR51_01a","9: Dusche: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR52_01","23: Fahrrad","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR52_01a","23: Fahrrad: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR53_01","41: Markt","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR53_01a","41: Markt: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR54_01","42: Birne","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR54_01a","42: Birne: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR55_01","67: Sofa","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR55_01a","67: Sofa: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR56_01","222: Knie","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR56_01a","222: Knie: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR57_01","247: Gehirn","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR57_01a","247: Gehirn: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR58_01","264: Hand","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR58_01a","264: Hand: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR59_01","286: Tunnel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR59_01a","286: Tunnel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR60_01","301: Schwert","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR60_01a","301: Schwert: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR61_01","316: Muschel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR61_01a","316: Muschel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR62_01","317: Soldat","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR62_01a","317: Soldat: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR63_01","340: Spiegel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR63_01a","340: Spiegel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR64_01","365: Igel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR64_01a","365: Igel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR65_01","420: Thron","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR65_01a","420: Thron: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR66_01","460: Decke","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR66_01a","460: Decke: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR67_01","500: Treppe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR67_01a","500: Treppe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR68_01","659: Radio","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR68_01a","659: Radio: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR69_01","665: Panther","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR69_01a","665: Panther: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR70_01","682: Pinguin","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR70_01a","682: Pinguin: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR71_01","690: Hut","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR71_01a","690: Hut: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR72_01","703: Adler","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR72_01a","703: Adler: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR73_01","717: Akkordeon","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR73_01a","717: Akkordeon: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR74_01","718: Hose","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR74_01a","718: Hose: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR75_01","732: Ball","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WR75_01a","732: Ball: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS01_01","27: Gefangener","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS01_01a","27: Gefangener: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS02_01","47: Wüste","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS02_01a","47: Wüste: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS03_01","62: Wespe","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS03_01a","62: Wespe: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS04_01","79: Tastatur","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS04_01a","79: Tastatur: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS05_01","97: Feder","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS05_01a","97: Feder: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS06_01","121: Labyrinth","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS06_01a","121: Labyrinth: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS07_01","143: Engel","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS07_01a","143: Engel: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS08_01","148: Pfeife","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS08_01a","148: Pfeife: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS09_01","158: Controller","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS09_01a","158: Controller: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS10_01","176: Ritterrüstung","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS10_01a","176: Ritterrüstung: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS11_01","190: Regen","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS11_01a","190: Regen: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS12_01","217: Fotografin","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS12_01a","217: Fotografin: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS13_01","254: Metzger","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS13_01a","254: Metzger: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS14_01","311: Rasierer","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS14_01a","311: Rasierer: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS15_01","333: Muffin","METRIC","OPEN","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
"WS15_01a","333: Muffin: Ich kenne dieses Wort nicht.","DICHOTOMOUS","CHECKBOX","Bitte geben Sie an, in welchem Alter (in Jahren) Sie das folgende Wort gelernt* haben:"
